"Module"	"Gene1"	"Gene2"
"M5"	"PTP4A1"	"FBXO32"
"M5"	"PTP4A1"	"KIF14"
"M5"	"PTP4A1"	"PTAFR"
"M5"	"PTP4A1"	"AP1B1"
"M5"	"PTP4A1"	"ATRNL1"
"M5"	"PTP4A1"	"INS"
"M5"	"PTP4A1"	"DROSHA"
"M5"	"PTP4A1"	"IMPA2"
"M5"	"PTP4A1"	"SNRNP48"
"M5"	"PTP4A1"	"MRPL10"
"M5"	"PTP4A1"	"KBTBD6"
"M5"	"PTP4A1"	"FAM210A"
"M5"	"PTP4A1"	"DGKA"
"M5"	"PTP4A1"	"RANBP2"
"M5"	"PTP4A1"	"LARP1B"
"M5"	"PTP4A1"	"PPP1R16B"
"M5"	"PTP4A1"	"ISYNA1"
"M5"	"PTP4A1"	"SEMA4F"
"M5"	"PTP4A1"	"RGS14"
"M5"	"PTP4A1"	"AIRE"
"M5"	"PTP4A1"	"PFAS"
"M5"	"PTP4A1"	"TCN1"
"M5"	"PTP4A1"	"ZDHHC1"
"M5"	"PTP4A1"	"TFAP4"
"M5"	"PTP4A1"	"RNASET2"
"M5"	"PTP4A1"	"CNBP"
"M5"	"PTP4A1"	"CD55"
"M5"	"PTP4A1"	"ABCB5"
"M5"	"PTP4A1"	"TNFSF14"
"M5"	"PTP4A1"	"UNC80"
"M5"	"PTP4A1"	"LRRC6"
"M5"	"PTP4A1"	"PTTG1IP"
"M5"	"PTP4A1"	"IKBKAP"
"M5"	"PTP4A1"	"MMP17"
"M5"	"PTP4A1"	"AKAP11"
"M5"	"PTP4A1"	"SYT6"
"M5"	"PTP4A1"	"PAGE2"
"M5"	"PTP4A1"	"RNF149"
"M5"	"PTP4A1"	"DIMT1"
"M5"	"PTP4A1"	"ASB5"
"M5"	"PTP4A1"	"TXNDC12"
"M5"	"PTP4A1"	"TIE1"
"M5"	"PTP4A1"	"C1QA"
"M5"	"PTP4A1"	"GPR143"
"M5"	"PTP4A1"	"SNX4"
"M5"	"PTP4A1"	"HIST1H2AD"
"M5"	"PTP4A1"	"METTL7A"
"M5"	"PTP4A1"	"METTL21A"
"M5"	"PTP4A1"	"DMTN"
"M5"	"PTP4A1"	"FAM83B"
"M5"	"PTP4A1"	"KLHDC10"
"M5"	"PTP4A1"	"KCNK17"
"M5"	"PTP4A1"	"MUC5B"
"M5"	"PTP4A1"	"CDCA4"
"M5"	"PTP4A1"	"WDTC1"
"M5"	"PTP4A1"	"SLC39A11"
"M5"	"PTP4A1"	"PTGES"
"M5"	"PTP4A1"	"SERGEF"
"M5"	"PTP4A1"	"ELOVL3"
"M5"	"PTP4A1"	"UNC119"
"M5"	"PTP4A1"	"TTLL5"
"M5"	"PTP4A1"	"TMEM53"
"M5"	"PTP4A1"	"RPL29"
"M5"	"PTP4A1"	"RABIF"
"M5"	"PTP4A1"	"CAMP"
"M5"	"PTP4A1"	"TBC1D7"
"M5"	"PTP4A1"	"PLIN2"
"M5"	"PTP4A1"	"APP"
"M5"	"PTP4A1"	"KLHL22"
"M5"	"PTP4A1"	"ADAMTS1"
"M5"	"PTP4A1"	"AMICA1"
"M5"	"PTP4A1"	"ZNF534"
"M5"	"PTP4A1"	"RASA2"
"M5"	"PTP4A1"	"PDZD9"
"M5"	"PTP4A1"	"FABP2"
"M5"	"PTP4A1"	"OPN4"
"M5"	"PTP4A1"	"VANGL1"
"M5"	"PTP4A1"	"CDH18"
"M5"	"PTP4A1"	"SDHC"
"M5"	"PTP4A1"	"TMEM14C"
"M5"	"PTP4A1"	"TAL2"
"M5"	"PTP4A1"	"CASS4"
"M5"	"PTP4A1"	"PRC1"
"M5"	"PTP4A1"	"DPH7"
"M5"	"PTP4A1"	"CTSL"
"M5"	"PTP4A1"	"HPGD"
"M5"	"PTP4A1"	"HSDL1"
"M5"	"PTP4A1"	"KRT35"
"M5"	"PTP4A1"	"PHPT1"
"M5"	"PTP4A1"	"METTL5"
"M5"	"PTP4A1"	"MRPL49"
"M5"	"PTP4A1"	"EFCAB14"
"M5"	"PTP4A1"	"ZNF124"
"M5"	"PTP4A1"	"IGF2BP3"
"M5"	"PTP4A1"	"H2AFX"
"M5"	"PTP4A1"	"PAX8"
"M5"	"PTP4A1"	"SECTM1"
"M5"	"PTP4A1"	"STAM"
"M5"	"PTP4A1"	"MIB2"
"M5"	"PTP4A1"	"KBTBD3"
"M5"	"PTP4A1"	"PSMA8"
"M5"	"PTP4A1"	"PLS3"
"M5"	"PTP4A1"	"NAPB"
"M5"	"PTP4A1"	"B2M"
"M5"	"PTP4A1"	"ZCCHC6"
"M5"	"PTP4A1"	"SGK223"
"M5"	"PTP4A1"	"TGIF1"
"M5"	"PTP4A1"	"LINGO2"
"M5"	"PTP4A1"	"CASP5"
"M5"	"PTP4A1"	"PLAC8"
"M5"	"PTP4A1"	"SELL"
"M5"	"PTP4A1"	"ACTR6"
"M5"	"PTP4A1"	"LRRTM4"
"M5"	"PTP4A1"	"C6orf15"
"M5"	"PTP4A1"	"IL15"
"M5"	"PTP4A1"	"CDK1"
"M5"	"PTP4A1"	"DENND1A"
"M5"	"PTP4A1"	"TNFRSF1A"
"M5"	"PTP4A1"	"RBM33"
"M5"	"PTP4A1"	"C4orf46"
"M5"	"PTP4A1"	"TNNI3K"
"M5"	"PTP4A1"	"ELF5"
"M5"	"PTP4A1"	"KRTAP3-3"
"M5"	"PTP4A1"	"ZNF354C"
"M5"	"PTP4A1"	"ATXN3"
"M5"	"PTP4A1"	"NABP2"
"M5"	"PTP4A1"	"STK39"
"M5"	"PTP4A1"	"RGPD1"
"M5"	"PTP4A1"	"IER5L"
"M5"	"PTP4A1"	"SPATA8"
"M5"	"PTP4A1"	"AKAP7"
"M5"	"PTP4A1"	"R3HDM2"
"M5"	"PTP4A1"	"MTFMT"
"M5"	"PTP4A1"	"ANO2"
"M5"	"PTP4A1"	"EIF2B5"
"M5"	"PTP4A1"	"TMEM150C"
"M5"	"PTP4A1"	"ABCG8"
"M5"	"PTP4A1"	"PRDM10"
"M5"	"PTP4A1"	"USP49"
"M5"	"PTP4A1"	"NDUFB8"
"M5"	"PTP4A1"	"TTC28"
"M5"	"PTP4A1"	"MAP4K5"
"M5"	"PTP4A1"	"CPVL"
"M5"	"PTP4A1"	"HMGB2"
"M5"	"PTP4A1"	"S100G"
"M5"	"PTP4A1"	"RABEPK"
"M5"	"PTP4A1"	"GNAO1"
"M5"	"PTP4A1"	"NPFFR1"
"M5"	"PTP4A1"	"IL12B"
"M5"	"PTP4A1"	"ANKHD1-EIF4EBP3"
"M5"	"PTP4A1"	"TAF1D"
"M5"	"PTP4A1"	"PIK3AP1"
"M5"	"PTP4A1"	"MRRF"
"M5"	"PTP4A1"	"HDC"
"M5"	"PTP4A1"	"MTA2"
"M5"	"PTP4A1"	"MUC7"
"M5"	"PTP4A1"	"ELOF1"
"M5"	"PTP4A1"	"PRICKLE2"
"M5"	"PTP4A1"	"HRASLS"
"M5"	"PTP4A1"	"ASCC1"
"M5"	"PTP4A1"	"TRIM54"
"M5"	"PTP4A1"	"MTCP1"
"M5"	"PTP4A1"	"WARS"
"M5"	"PTP4A1"	"GALM"
"M5"	"PTP4A1"	"MTMR7"
"M5"	"PTP4A1"	"USE1"
"M5"	"PTP4A1"	"CRYBA1"
"M5"	"PTP4A1"	"HLA-F"
"M5"	"PTP4A1"	"GSTZ1"
"M5"	"PTP4A1"	"DAZAP1"
"M5"	"PTP4A1"	"PVRL1"
"M5"	"PTP4A1"	"NCDN"
"M5"	"PTP4A1"	"XYLT1"
"M5"	"PTP4A1"	"PTPN21"
"M5"	"PTP4A1"	"DMBX1"
"M5"	"PTP4A1"	"NLGN1"
"M5"	"PTP4A1"	"RP9"
"M5"	"PTP4A1"	"GRIK4"
"M5"	"PTP4A1"	"ZNF45"
"M5"	"PTP4A1"	"THEM6"
"M5"	"PTP4A1"	"C19orf59"
"M5"	"PTP4A1"	"KDELR2"
"M5"	"PTP4A1"	"NPFFR2"
"M5"	"PTP4A1"	"POLD4"
"M5"	"PTP4A1"	"C3orf20"
"M5"	"PTP4A1"	"ARID5A"
"M5"	"PTP4A1"	"ANKRD2"
"M5"	"PTP4A1"	"AGER"
"M5"	"PTP4A1"	"KDM5C"
"M5"	"PTP4A1"	"RAB35"
"M5"	"PTP4A1"	"GYS2"
"M5"	"PTP4A1"	"HIVEP1"
"M5"	"PTP4A1"	"ABCA1"
"M5"	"PTP4A1"	"LOXL1"
"M5"	"PTP4A1"	"FAM57A"
"M5"	"PTP4A1"	"SYNE2"
"M5"	"PTP4A1"	"SH2D3A"
"M5"	"PTP4A1"	"TGFBR1"
"M5"	"PTP4A1"	"GLG1"
"M5"	"PTP4A1"	"AZGP1"
"M5"	"PTP4A1"	"NR1H2"
"M5"	"PTP4A1"	"PCCB"
"M5"	"PTP4A1"	"FZD6"
"M5"	"PTP4A1"	"ZNF576"
"M5"	"PTP4A1"	"ACSM3"
"M5"	"PTP4A1"	"VPS51"
"M5"	"PTP4A1"	"ZNF616"
"M5"	"PTP4A1"	"CHKB"
"M5"	"PTP4A1"	"PANK3"
"M5"	"PTP4A1"	"ABO"
"M5"	"PTP4A1"	"ROPN1"
"M5"	"PTP4A1"	"ZFX"
"M5"	"PTP4A1"	"C2orf44"
"M5"	"PTP4A1"	"GCK"
"M5"	"PTP4A1"	"CCT8"
"M5"	"PTP4A1"	"CWC15"
"M5"	"PTP4A1"	"IMPA1"
"M5"	"PTP4A1"	"FBXL7"
"M5"	"PTP4A1"	"WDR83"
"M5"	"PTP4A1"	"CCDC64B"
"M5"	"PTP4A1"	"SPN"
"M5"	"PTP4A1"	"RIT1"
"M5"	"PTP4A1"	"MAGEA11"
"M5"	"PTP4A1"	"PHF21A"
"M5"	"PTP4A1"	"SF3B2"
"M5"	"PTP4A1"	"ELP3"
"M5"	"PTP4A1"	"MFGE8"
"M5"	"PTP4A1"	"MFSD3"
"M5"	"PTP4A1"	"HNMT"
"M5"	"PTP4A1"	"RPL36A"
"M5"	"PTP4A1"	"AGRN"
"M5"	"PTP4A1"	"HIST1H2BN"
"M5"	"PTP4A1"	"HNRNPH3"
"M5"	"PTP4A1"	"FAAH2"
"M5"	"PTP4A1"	"TMEM65"
"M5"	"PTP4A1"	"TAT"
"M5"	"PTP4A1"	"C11orf71"
"M5"	"PTP4A1"	"DCUN1D1"
"M5"	"PTP4A1"	"TRAF3IP1"
"M5"	"PTP4A1"	"RS1"
"M5"	"PTP4A1"	"ITGB2"
"M5"	"PTP4A1"	"GPATCH1"
"M5"	"PTP4A1"	"ELL2"
"M5"	"PTP4A1"	"TMEM169"
"M5"	"PTP4A1"	"LETM1"
"M5"	"PTP4A1"	"RAB36"
"M5"	"PTP4A1"	"GIMAP4"
"M5"	"PTP4A1"	"NPM3"
"M5"	"PTP4A1"	"INPP1"
"M5"	"PTP4A1"	"FOXP3"
"M5"	"PTP4A1"	"RNF8"
"M5"	"PTP4A1"	"PRUNE"
"M5"	"PTP4A1"	"NKRF"
"M5"	"PTP4A1"	"NMUR2"
"M5"	"PTP4A1"	"MAML2"
"M5"	"PTP4A1"	"SIPA1L1"
"M5"	"PTP4A1"	"BCAR3"
"M5"	"PTP4A1"	"TGFBI"
"M5"	"PTP4A1"	"PAPPA2"
"M5"	"PTP4A1"	"ADAMTSL2"
"M5"	"PTP4A1"	"SLC17A7"
"M5"	"PTP4A1"	"MAGEL2"
"M5"	"PTP4A1"	"CPB1"
"M5"	"PTP4A1"	"SYNPO"
"M5"	"PTP4A1"	"RNF185"
"M5"	"PTP4A1"	"UBA7"
"M5"	"PTP4A1"	"MTMR11"
"M5"	"PTP4A1"	"ZSCAN4"
"M5"	"PTP4A1"	"ZNF667"
"M5"	"PTP4A1"	"CDK12"
"M5"	"PTP4A1"	"POGZ"
"M5"	"PTP4A1"	"DLGAP5"
"M5"	"PTP4A1"	"PDZD4"
"M5"	"PTP4A1"	"THSD1"
"M5"	"PTP4A1"	"SCXA"
"M5"	"PTP4A1"	"KCNE1"
"M5"	"PTP4A1"	"PHLDB3"
"M5"	"PTP4A1"	"PDCD6"
"M5"	"PTP4A1"	"FGFR3"
"M5"	"PTP4A1"	"FAM175B"
"M5"	"PTP4A1"	"WDR66"
"M5"	"PTP4A1"	"MMRN2"
"M5"	"PTP4A1"	"TST"
"M5"	"PTP4A1"	"HSD11B2"
"M5"	"PTP4A1"	"SCAI"
"M5"	"PTP4A1"	"F5"
"M5"	"PTP4A1"	"LAMB4"
"M5"	"PTP4A1"	"FBRSL1"
"M5"	"PTP4A1"	"NBR1"
"M5"	"PTP4A1"	"ZNF740"
"M5"	"PTP4A1"	"STAC"
"M5"	"PTP4A1"	"ZNF18"
"M5"	"PTP4A1"	"TRAF3IP3"
"M5"	"PTP4A1"	"PAX3"
"M5"	"PTP4A1"	"TTYH3"
"M5"	"PTP4A1"	"CLPTM1L"
"M5"	"PTP4A1"	"ZNF85"
"M5"	"PTP4A1"	"CCDC134"
"M5"	"PTP4A1"	"ZFAND6"
"M5"	"PTP4A1"	"PNPLA2"
"M5"	"PTP4A1"	"KIAA2026"
"M5"	"PTP4A1"	"TBX22"
"M5"	"PTP4A1"	"NIPBL"
"M5"	"PTP4A1"	"ZNF80"
"M5"	"PTP4A1"	"POLDIP2"
"M5"	"PTP4A1"	"PRKAG1"
"M5"	"PTP4A1"	"DNAJB4"
"M5"	"PTP4A1"	"C1orf111"
"M5"	"PTP4A1"	"RAE1"
"M5"	"PTP4A1"	"ASPRV1"
"M5"	"PTP4A1"	"CD302"
"M5"	"PTP4A1"	"FBXL8"
"M5"	"PTP4A1"	"FBXO28"
"M5"	"PTP4A1"	"DYNC2LI1"
"M5"	"PTP4A1"	"NDE1"
"M5"	"PTP4A1"	"TCEAL7"
"M5"	"PTP4A1"	"FEM1B"
"M5"	"PTP4A1"	"MCM3"
"M5"	"PTP4A1"	"ELMO3"
"M5"	"PTP4A1"	"REC8"
"M5"	"PTP4A1"	"IGDCC4"
"M5"	"PTP4A1"	"ABCD3"
"M5"	"PTP4A1"	"CCDC47"
"M5"	"PTP4A1"	"REEP4"
"M5"	"PTP4A1"	"PTPN4"
"M5"	"PTP4A1"	"GAREML"
"M5"	"PTP4A1"	"ATF6B"
"M5"	"PTP4A1"	"SLC19A1"
"M5"	"PTP4A1"	"RANBP17"
"M5"	"PTP4A1"	"OTUD7A"
"M5"	"PTP4A1"	"ACBD6"
"M5"	"PTP4A1"	"ZNF337"
"M5"	"PTP4A1"	"STX8"
"M5"	"PTP4A1"	"RASL10B"
"M5"	"PTP4A1"	"ZFYVE9"
"M5"	"PTP4A1"	"PDCD1"
"M5"	"PTP4A1"	"NOXO1"
"M5"	"PTP4A1"	"SNRPG"
"M5"	"PTP4A1"	"CDSN"
"M5"	"PTP4A1"	"SPDEF"
"M5"	"PTP4A1"	"KLF1"
"M5"	"PTP4A1"	"ARFGEF1"
"M5"	"PTP4A1"	"RRP7A"
"M5"	"PTP4A1"	"PEBP1"
"M5"	"PTP4A1"	"CITED1"
"M5"	"PTP4A1"	"ERBB4"
"M5"	"PTP4A1"	"OLIG2"
"M5"	"PTP4A1"	"GREM2"
"M5"	"PTP4A1"	"ZNF7"
"M5"	"PTP4A1"	"TUBGCP5"
"M5"	"PTP4A1"	"MXI1"
"M5"	"PTP4A1"	"TOMM20"
"M5"	"PTP4A1"	"HSD17B12"
"M5"	"PTP4A1"	"GSKIP"
"M5"	"PTP4A1"	"CLIP4"
"M5"	"PTP4A1"	"GEMIN2"
"M5"	"PTP4A1"	"ASIC2"
"M5"	"PTP4A1"	"PIK3R6"
"M5"	"PTP4A1"	"FAR2"
"M5"	"PTP4A1"	"GINS3"
"M5"	"PTP4A1"	"PFKL"
"M5"	"PTP4A1"	"CXCL2"
"M5"	"PTP4A1"	"SEC24C"
"M5"	"PTP4A1"	"SLFN11"
"M5"	"PTP4A1"	"USP28"
"M5"	"PTP4A1"	"EIF4EBP1"
"M5"	"PTP4A1"	"PLCB3"
"M5"	"PTP4A1"	"POU2AF1"
"M5"	"PTP4A1"	"CECR5"
"M5"	"PTP4A1"	"IFNL1"
"M5"	"PTP4A1"	"ZCCHC13"
"M5"	"PTP4A1"	"MKI67"
"M5"	"PTP4A1"	"C9orf64"
"M5"	"PTP4A1"	"LZTFL1"
"M5"	"PTP4A1"	"ZNF273"
"M5"	"PTP4A1"	"NPR2"
"M5"	"PTP4A1"	"PROCA1"
"M5"	"PTP4A1"	"SPRY4"
"M5"	"PTP4A1"	"CPNE6"
"M5"	"PTP4A1"	"GJA8"
"M5"	"PTP4A1"	"C9orf24"
"M5"	"PTP4A1"	"ME2"
"M5"	"PTP4A1"	"INHBA"
"M5"	"PTP4A1"	"TTC8"
"M5"	"PTP4A1"	"MID2"
"M5"	"PTP4A1"	"CRYBB3"
"M5"	"PTP4A1"	"DNAJA3"
"M5"	"PTP4A1"	"AVIL"
"M5"	"PTP4A1"	"GPR182"
"M5"	"PTP4A1"	"TINAG"
"M5"	"PTP4A1"	"SETDB1"
"M5"	"PTP4A1"	"PGK1"
"M5"	"PTP4A1"	"PFKFB1"
"M5"	"PTP4A1"	"WDR74"
"M5"	"PTP4A1"	"MAT2A"
"M5"	"PTP4A1"	"RAD23B"
"M5"	"PTP4A1"	"NRM"
"M5"	"PTP4A1"	"HOXD9"
"M5"	"PTP4A1"	"SYT9"
"M5"	"PTP4A1"	"DMP1"
"M5"	"PTP4A1"	"EPHA8"
"M5"	"PTP4A1"	"MAPK11"
"M5"	"PTP4A1"	"FAIM"
"M5"	"PTP4A1"	"JAM3"
"M5"	"PTP4A1"	"HOPX"
"M5"	"PTP4A1"	"NR4A2"
"M5"	"PTP4A1"	"TRMT2B"
"M5"	"PTP4A1"	"ZNF277"
"M5"	"PTP4A1"	"DNAJB7"
"M5"	"PTP4A1"	"CECR2"
"M5"	"PTP4A1"	"C6orf62"
"M5"	"PTP4A1"	"EDA"
"M5"	"PTP4A1"	"INTS3"
"M5"	"PTP4A1"	"DOK6"
"M5"	"PTP4A1"	"PLD5"
"M5"	"PTP4A1"	"MMRN1"
"M5"	"PTP4A1"	"WDFY1"
"M5"	"PTP4A1"	"RREB1"
"M5"	"PTP4A1"	"PRR3"
"M5"	"PTP4A1"	"NDUFS5"
"M5"	"PTP4A1"	"C12orf44"
"M5"	"PTP4A1"	"BCHE"
"M5"	"PTP4A1"	"XRCC2"
"M5"	"PTP4A1"	"ANGPTL1"
"M5"	"PTP4A1"	"AGMAT"
"M5"	"PTP4A1"	"NRIP1"
"M5"	"PTP4A1"	"TKTL2"
"M5"	"PTP4A1"	"MFN2"
"M5"	"PTP4A1"	"HLA-DRB4"
"M5"	"PTP4A1"	"TTC7A"
"M5"	"PTP4A1"	"LGMN"
"M5"	"PTP4A1"	"PIH1D1"
"M5"	"PTP4A1"	"EIF3CL"
"M5"	"PTP4A1"	"CSF2RB"
"M5"	"PTP4A1"	"MUSK"
"M5"	"PTP4A1"	"E2F8"
"M5"	"PTP4A1"	"USP3"
"M5"	"PTP4A1"	"RBM25"
"M5"	"PTP4A1"	"MYH8"
"M5"	"PTP4A1"	"TGIF2LY"
"M5"	"PTP4A1"	"CDC26"
"M5"	"PTP4A1"	"KLHL6"
"M5"	"PTP4A1"	"HP"
"M5"	"PTP4A1"	"PIAS2"
"M5"	"PTP4A1"	"CALY"
"M5"	"PTP4A1"	"ATAD5"
"M5"	"PTP4A1"	"UTP3"
"M5"	"PTP4A1"	"TIGD4"
"M5"	"PTP4A1"	"PBK"
"M5"	"PTP4A1"	"ZYG11A"
"M5"	"PTP4A1"	"ATXN7L3"
"M5"	"PTP4A1"	"PLEKHA2"
"M5"	"PTP4A1"	"NDUFB6"
"M5"	"PTP4A1"	"HHLA3"
"M5"	"PTP4A1"	"FLT3"
"M5"	"PTP4A1"	"BMP3"
"M5"	"PTP4A1"	"MED29"
"M5"	"PTP4A1"	"FOXC2"
"M5"	"PTP4A1"	"DNAJC1"
"M5"	"PTP4A1"	"UPF3B"
"M5"	"PTP4A1"	"RPS6KA5"
"M5"	"PTP4A1"	"FURIN"
"M5"	"PTP4A1"	"NPY1R"
"M5"	"PTP4A1"	"FAM122C"
"M5"	"PTP4A1"	"KIAA1715"
"M5"	"PTP4A1"	"CRYBB2"
"M5"	"PTP4A1"	"PSPN"
"M5"	"PTP4A1"	"CHST7"
"M5"	"PTP4A1"	"PLEKHG2"
"M5"	"PTP4A1"	"BTF3"
"M5"	"PTP4A1"	"ALG8"
"M5"	"PTP4A1"	"PLEKHG3"
"M5"	"PTP4A1"	"PEAK1"
"M5"	"PTP4A1"	"VAV1"
"M5"	"PTP4A1"	"TMOD3"
"M5"	"PTP4A1"	"ADAM12"
"M5"	"PTP4A1"	"NEU3"
"M5"	"PTP4A1"	"XRCC5"
"M5"	"PTP4A1"	"TRIM13"
"M5"	"PTP4A1"	"CYP11B2"
"M5"	"PTP4A1"	"C16orf78"
"M5"	"PTP4A1"	"NMNAT2"
"M5"	"PTP4A1"	"RB1CC1"
"M5"	"PTP4A1"	"C6orf89"
"M5"	"PTP4A1"	"CYP20A1"
"M5"	"PTP4A1"	"ORM1"
"M5"	"PTP4A1"	"RIPK4"
"M5"	"PTP4A1"	"TAF2"
"M5"	"PTP4A1"	"SERTAD1"
"M5"	"PTP4A1"	"KEAP1"
"M5"	"PTP4A1"	"IL1RL1"
"M5"	"PTP4A1"	"UBE2Q1"
"M5"	"PTP4A1"	"EPG5"
"M5"	"PTP4A1"	"MED13L"
"M5"	"PTP4A1"	"ZNF568"
"M5"	"PTP4A1"	"NTRK2"
"M5"	"PTP4A1"	"HECTD4"
"M5"	"PTP4A1"	"GJB1"
"M5"	"PTP4A1"	"HMGCR"
"M5"	"PTP4A1"	"STX1A"
"M5"	"PTP4A1"	"MLXIP"
"M5"	"PTP4A1"	"CUL4B"
"M5"	"PTP4A1"	"STOX2"
"M5"	"PTP4A1"	"SOX5"
"M5"	"PTP4A1"	"HMGN5"
"M5"	"PTP4A1"	"ADD3"
"M5"	"PTP4A1"	"OCA2"
"M5"	"PTP4A1"	"RAX2"
"M5"	"PTP4A1"	"SLC2A14"
"M5"	"PTP4A1"	"UBXN2B"
"M5"	"PTP4A1"	"ZNF827"
"M5"	"PTP4A1"	"PSMD6"
"M5"	"PTP4A1"	"CALR"
"M5"	"PTP4A1"	"SLC41A2"
"M5"	"PTP4A1"	"RGS4"
"M5"	"PTP4A1"	"WTAP"
"M5"	"PTP4A1"	"AQR"
"M5"	"PTP4A1"	"SH3KBP1"
"M5"	"PTP4A1"	"C19orf12"
"M5"	"PTP4A1"	"DIRAS3"
"M5"	"PTP4A1"	"STX1B"
"M5"	"PTP4A1"	"RTN4R"
"M5"	"PTP4A1"	"MS4A5"
"M5"	"PTP4A1"	"JAZF1"
"M5"	"PTP4A1"	"FMN1"
"M5"	"PTP4A1"	"C4orf17"
"M5"	"PTP4A1"	"FOXK1"
"M5"	"PTP4A1"	"KRT8"
"M5"	"PTP4A1"	"XYLB"
"M5"	"PTP4A1"	"NOV"
"M5"	"PTP4A1"	"SEPT8"
"M5"	"PTP4A1"	"COBL"
"M5"	"PTP4A1"	"ARL3"
"M5"	"PTP4A1"	"NPR3"
"M5"	"PTP4A1"	"BIN2"
"M5"	"PTP4A1"	"PRIM2"
"M5"	"PTP4A1"	"VPS4B"
"M5"	"PTP4A1"	"RMND5A"
"M5"	"PTP4A1"	"TMEM30B"
"M5"	"PTP4A1"	"CHI3L2"
"M5"	"PTP4A1"	"BAZ1B"
"M5"	"PTP4A1"	"PCBD1"
"M5"	"PTP4A1"	"ATPAF1"
"M5"	"PTP4A1"	"ELF3"
"M5"	"PTP4A1"	"FAM20B"
"M5"	"PTP4A1"	"COPZ1"
"M5"	"PTP4A1"	"CCL20"
"M5"	"PTP4A1"	"AUP1"
"M5"	"PTP4A1"	"GLA"
"M5"	"PTP4A1"	"MAP2K3"
"M5"	"PTP4A1"	"DSTYK"
"M5"	"PTP4A1"	"CSF3"
"M5"	"PTP4A1"	"MICU2"
"M5"	"PTP4A1"	"PPM1J"
"M5"	"PTP4A1"	"RSG1"
"M5"	"PTP4A1"	"SRPX2"
"M5"	"PTP4A1"	"TXK"
"M5"	"PTP4A1"	"NR2C2AP"
"M5"	"PTP4A1"	"MEIS1"
"M5"	"PTP4A1"	"REL"
"M5"	"PTP4A1"	"ZCWPW2"
"M5"	"PTP4A1"	"ZNF358"
"M5"	"PTP4A1"	"PGM3"
"M5"	"PTP4A1"	"PTRF"
"M5"	"PTP4A1"	"RPL22"
"M5"	"PTP4A1"	"ALMS1"
"M5"	"PTP4A1"	"BOD1"
"M5"	"PTP4A1"	"CCL3"
"M5"	"PTP4A1"	"SYT4"
"M5"	"PTP4A1"	"TAF5"
"M5"	"PTP4A1"	"SHISA2"
"M5"	"PTP4A1"	"QRFPR"
"M5"	"PTP4A1"	"TRAP1"
"M5"	"PTP4A1"	"EZR"
"M5"	"PTP4A1"	"DDX46"
"M5"	"PTP4A1"	"GFPT1"
"M5"	"PTP4A1"	"CTAG1A"
"M5"	"PTP4A1"	"ZNF34"
"M5"	"PTP4A1"	"SLC25A22"
"M5"	"PTP4A1"	"TMEM30A"
"M5"	"PTP4A1"	"EFHD1"
"M5"	"PTP4A1"	"CNKSR3"
"M5"	"PTP4A1"	"HCRT"
"M5"	"PTP4A1"	"PCGF5"
"M5"	"PTP4A1"	"TYRO3"
"M5"	"PTP4A1"	"CCNH"
"M5"	"PTP4A1"	"SH3BP1"
"M5"	"PTP4A1"	"FAM118A"
"M5"	"PTP4A1"	"PWP2"
"M5"	"PTP4A1"	"SAA2"
"M5"	"PTP4A1"	"NGRN"
"M5"	"PTP4A1"	"COMMD5"
"M5"	"PTP4A1"	"HNRNPC"
"M5"	"PTP4A1"	"BTN1A1"
"M5"	"PTP4A1"	"IDH3B"
"M5"	"PTP4A1"	"NFKBIA"
"M5"	"PTP4A1"	"KTN1"
"M5"	"PTP4A1"	"KIRREL3"
"M5"	"PTP4A1"	"HIVEP3"
"M5"	"PTP4A1"	"ZNF382"
"M5"	"PTP4A1"	"FNDC3A"
"M5"	"PTP4A1"	"MRS2"
"M5"	"PTP4A1"	"DDX3Y"
"M5"	"PTP4A1"	"EXOC1"
"M5"	"PTP4A1"	"ZNF677"
"M5"	"PTP4A1"	"FAM219A"
"M5"	"PTP4A1"	"ZNF280A"
"M5"	"PTP4A1"	"TAF7L"
"M5"	"PTP4A1"	"FAM124B"
"M5"	"PTP4A1"	"CXCR3"
"M5"	"PTP4A1"	"MCHR1"
"M5"	"PTP4A1"	"CCDC17"
"M5"	"PTP4A1"	"PPP1CC"
"M5"	"PTP4A1"	"NBPF15"
"M5"	"PTP4A1"	"HSD17B4"
"M5"	"PTP4A1"	"BMP1"
"M5"	"PTP4A1"	"SPECC1L"
"M5"	"PTP4A1"	"NBEA"
"M5"	"PTP4A1"	"ZNF777"
"M5"	"PTP4A1"	"KLHDC8B"
"M5"	"PTP4A1"	"SEC14L2"
"M5"	"PTP4A1"	"DDX19B"
"M5"	"PTP4A1"	"COMMD10"
"M5"	"PTP4A1"	"ATP2A2"
"M5"	"PTP4A1"	"FRK"
"M5"	"PTP4A1"	"PFKFB2"
"M5"	"PTP4A1"	"ZNF570"
"M5"	"PTP4A1"	"MGAT1"
"M5"	"PTP4A1"	"ANKLE2"
"M5"	"PTP4A1"	"N4BP2L2"
"M5"	"PTP4A1"	"FGF1"
"M5"	"PTP4A1"	"ZNF280B"
"M5"	"PTP4A1"	"NKX2-8"
"M5"	"PTP4A1"	"CCDC84"
"M5"	"PTP4A1"	"CLCN7"
"M5"	"PTP4A1"	"GAST"
"M5"	"PTP4A1"	"SHANK1"
"M5"	"PTP4A1"	"PKM"
"M5"	"PTP4A1"	"FPR2"
